request_id,run_id,authority,source_node_id,source_attempt,requested_at
rework:176038e636b3369b2355badcbbc5e7023767edf14b733d22755bf39f9c6ce74c,685d117d-8eeb-489b-9f44-9abd313b3ab4,engine,implement,2,2026-09-16T19:24:10.530Z
rework:91ec0bacc1c63721d18105bf33c46f4c7d9e48ea4f322fa64fdca51b497d86c4,cd8ca652-00d7-4594-839a-e0f9f3bad594,lead,implement,3,2026-09-16T21:05:37.761Z
rework:4aca1832417c7bceabbab664b700d2dab6736260702b1ad4fa2609ce9fa79233,443b2f98-0e6e-4fe0-8e55-6562a7253046,lead,implement,3,2026-09-16T21:09:00.650Z
rework:d105e9cfc6afdce07c588462a81cb0e63b17257e29990490b67d2852d74ccd31,571bfa52-2826-45e1-a8d9-7b894d1987df,qa,qa,1,2026-09-16T21:10:20.817Z
rework:67c06f674e7b90da114e2b288cc084200b3cade3496fb09d33504afe8157e17c,cd8ca652-00d7-4594-839a-e0f9f3bad594,qa,qa,3,2026-09-16T22:59:05.667Z
rework:a9836ce11fb232b42016566cabe661ec5ac6e7d1f99513e89b7ccb4d33640d4e,cd8ca652-00d7-4594-839a-e0f9f3bad594,qa,implement,4,2026-09-17T00:09:33.243Z
rework:8b972a8e0bd49749630a7d106f84f413926342172d4f1e440c6deef0e4fc9f2f,cd8ca652-00d7-4594-839a-e0f9f3bad594,qa,qa,4,2026-09-17T00:16:06.767Z
rework:ea1fb094396a1ecc37d799f2499296fa3bf5357c7d4c3a9045a96a197deef833,571bfa52-2826-45e1-a8d9-7b894d1987df,qa,implement,2,2026-09-17T00:51:15.367Z
rework:cf5bf73522c07963819b90cfe7c81af82c125a1b050d2cc6b080dbac91b1ed56,cd8ca652-00d7-4594-839a-e0f9f3bad594,qa,implement,5,2026-09-17T00:57:06.437Z
rework:ef2624e55ee464d7d42927f0001ac59c6836015b3a60564cc6286c9813025d51,d3708e46-50ff-4d09-a705-c99d1b5452da,qa,qa,1,2026-09-17T02:00:04.791Z
rework:53f6c0ca7d55510bb294b5427e0e015b166db709ea6d9434b6de05c05ea84754,cd8ca652-00d7-4594-839a-e0f9f3bad594,engine,land,2,2026-09-17T02:43:01.952Z
rework:2c308858220bb80ee472606df4ebfbbb3a50dcbb6420e490ae1a7d194dc77b8c,d3708e46-50ff-4d09-a705-c99d1b5452da,qa,implement,2,2026-09-17T02:51:40.246Z
rework:40900bf6aaa9210fc478f640ead55cf6bb7501d9de78cf0bae41dd84053c9aee,cd8ca652-00d7-4594-839a-e0f9f3bad594,engine,implement,6,2026-09-17T05:14:17.332Z
rework:813f6393ab2cf55e937fcab950e62f69b1e0ee05102088f59bd27ad66ad449f2,a03da996-f0dc-4506-beb7-d7254ba32b40,qa,qa,1,2026-09-17T08:10:29.800Z
rework:feabdaa2da4616d25727aa4f056157fd170bedce1323dde1d50ef34add8f8e5c,a03da996-f0dc-4506-beb7-d7254ba32b40,qa,implement,2,2026-09-17T10:11:37.572Z
rework:404697083091e9fbc312e20027e73cd39c8e402bcc634d470df5a9269601c56e,a03da996-f0dc-4506-beb7-d7254ba32b40,qa,qa,2,2026-09-17T11:39:36.082Z
rework:e1acfd63ddfdf5953bd2c2b69a879ae713535ec01d3a34f5a0db98e0a68c8f8d,a03da996-f0dc-4506-beb7-d7254ba32b40,qa,implement,3,2026-09-17T12:42:06.805Z
rework:f7372258b29d584ddadd830fa8e67128f86e85bb864e8c6ce8645e1dc4277aff,986c9c22-a588-4cf4-a21e-fa3b90a3c2de,lead,founder_gate,1,2026-09-17T22:28:59.508Z
rework:fb5819aee0dea0949a6bbf6e420e7645574322ea63b47a1ff6d4060b60637a6a,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,qa,1,2026-09-18T00:37:42.775Z
rework:cadd4be878c344a7478915240360064b8a315bfd456e37fa371898ac4b93a401,9b4fe698-d3b3-43b7-820d-beb3ce3e948a,qa,qa,1,2026-09-18T01:09:11.556Z
rework:7d93765c7e5e391265611cd4ac74b4678daa0a927000191b5cc612a560ebe6da,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,implement,2,2026-09-18T01:12:16.459Z
rework:9d1101bc5d2323fd535b96071889b6c85ec14be1f7781cbd024af26fc448f966,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,qa,2,2026-09-18T01:18:23.140Z
rework:05feaf2fa9e522e4d26e03b348696268a92a417f0e5cf0a676d2e67e8e92b295,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,implement,3,2026-09-18T01:45:26.145Z
rework:93499582caaeed7e05cede80492516d008bb5afebda3087e5fdb80933c38fcae,b5cf7875-c661-449f-84cb-16dcde4e3997,qa,qa,1,2026-09-18T01:47:11.348Z
rework:0151fd6b3d7291045c6b51f68077a9a0b76c4ea4bc3c9f4788c658689c23a01e,070bd942-cce0-46ca-88a3-5215886fb107,qa,qa,1,2026-09-18T01:54:54.469Z
rework:6319eece90e379d5202125b85317e5e29b69c5b573263941eb2fdcd86b5f92b4,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,qa,3,2026-09-18T02:03:14.770Z
rework:7ceb80718e38317a600a214d3579a5c1e99e6c79e5b87c849b343c4a45c8c66f,9b4fe698-d3b3-43b7-820d-beb3ce3e948a,qa,implement,2,2026-09-18T02:16:17.455Z
rework:807c2f36dfaa2bfb7c6304fe2438081400d2ef477b491d8114407a97ce29fd89,fa725571-5d90-47ed-9ea2-f6d99ee23f82,qa,qa,1,2026-09-18T02:16:17.541Z
rework:bdab68ce262c8a608e63057ebd36555ceeb2dfee9b9958b3de2b2ad4f754e589,8bc20a0d-345f-431a-b686-eeb058d4dd6e,qa,qa,1,2026-09-18T02:18:27.987Z
rework:3a107b19d7bacfa962f192078907e1798ff2c18e95e73571e07421a74de7c1a3,986c9c22-a588-4cf4-a21e-fa3b90a3c2de,lead,implement,2,2026-09-18T02:36:13.432Z
rework:04957c2dc63255016f2785b6b4d091fe227c70a12251dbb48ca06e41587d6473,070bd942-cce0-46ca-88a3-5215886fb107,qa,implement,2,2026-09-18T03:13:34.577Z
rework:70dc7a754fce35f4e1f951c13703490e77dea26d0c1dab74edd084ac362187a7,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,implement,4,2026-09-18T03:18:55.753Z
rework:258f4a2e1256bda7dd6f3849e8864c82be02b36a52e20098e91c6978e0f4a618,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,qa,4,2026-09-18T03:26:44.715Z
rework:ab4060d24a04b6a5135604760c76f0292fa6ac42c1ffba08a4fe50bc972ab14c,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,implement,5,2026-09-18T06:19:07.026Z
rework:f09413185634d3553337c5f5a80f9919dfd1dd7c9606a7781ba6557a786073c0,6f9daeec-8ab2-40cd-b492-17b386f3e5ad,qa,qa,5,2026-09-18T06:24:52.096Z
rework:405db5d4b695465c8ea1878d381c22a02f0cf4c17ea1062d234e8414275ddce0,137b8ea4-68ae-4384-8e48-d7571dd3e8c7,qa,qa,1,2026-09-18T06:29:04.053Z
rework:dbba211cbb04dc12775e15fe4fc43227a4d96794d120ccdf6313948137d0cfbf,8bc20a0d-345f-431a-b686-eeb058d4dd6e,qa,implement,2,2026-09-18T07:46:24.950Z
rework:c9f3dd2a13141abce647f99c9c90d11c7ddbfedbc1cfa00ab31ca5c687fe6ab4,fa725571-5d90-47ed-9ea2-f6d99ee23f82,qa,implement,2,2026-09-18T07:47:30.488Z
rework:8bb18a774b18bdd413f352a3040c23bfda2d541b7510ee0174db72fb43e21b0d,d4e0de1f-8d3d-45ca-8426-574befa44aa7,qa,qa,1,2026-09-18T07:51:32.210Z
rework:3b68a5940d30294dfb0bbc12a2f2fa20d56559e607653d3b8d92f7c0ef3cb554,d4e0de1f-8d3d-45ca-8426-574befa44aa7,qa,implement,2,2026-09-18T08:53:32.537Z
rework:fe5842900fab7c592f9dc6b55f9805de4a9b2520b7ffe78c57ef3998e2c58d72,8fa62c6a-63aa-499a-911a-41b6e4b3ab8b,qa,qa,1,2026-09-18T09:08:41.798Z
rework:f036806c5dbc9d254f036770f54c353645a6a331b7a1917a6bb245d066a656e1,137b8ea4-68ae-4384-8e48-d7571dd3e8c7,qa,implement,2,2026-09-18T09:09:01.054Z
rework:4adbde105f7dc6bc8364770a00f6a105d25b27f43a875385d7e6192d2103296f,8fa62c6a-63aa-499a-911a-41b6e4b3ab8b,qa,implement,2,2026-09-18T10:21:49.545Z
rework:9854ec85a79e938d1f502b8ef57fbc69c8cb03c29223df04882f6718c3bfe156,8fa62c6a-63aa-499a-911a-41b6e4b3ab8b,qa,qa,2,2026-09-18T10:41:23.273Z
rework:9f134e0768d6c73a84df800276bde892341afcab243772cd7f511e5601cd3e1b,8fa62c6a-63aa-499a-911a-41b6e4b3ab8b,qa,implement,3,2026-09-18T11:38:28.248Z
rework:e25c9ad8af6ae1d6723dc7dce618155382b29792d595a1264e28619ce1ef3a7c,8fa62c6a-63aa-499a-911a-41b6e4b3ab8b,qa,qa,3,2026-09-18T11:50:20.165Z
rework:0557b89044f3bbe04f3c8bc42c497efe19a90ca185a54d0165e872ea8bc388ef,5fe45c92-4cc1-40ff-b0e3-85978d0e484a,lead,founder_gate,1,2026-09-18T16:24:57.511Z
rework:7d7001ca950496334cf0670e88e85ee7b4f1c05f851c53e98b8e744543277f4c,9a9c1584-23cc-4813-bb04-90f74ee112b1,lead,founder_gate,1,2026-09-18T16:41:15.765Z
rework:3094e7347df378cbd7885ab2e3fbefa8c6d88e47c3fe3c12918e64d5e0464dd0,3e26508b-51b8-41b1-b11c-9a805ee715af,qa,qa,1,2026-09-18T17:32:54.929Z
rework:fce3f91aeb6b8e191c36882def8fc39884b940d7aae07c0729035080f2df6991,d6b34663-d251-4174-9e96-281c09ae7241,lead,founder_gate,1,2026-09-19T03:54:38.716Z
rework:f430e3bf8421dc0d77835b27efb60e682fb856417e3a571fd51bcccf2be10555,c189ac65-2923-4b20-823e-df97bd46e3b0,qa,qa,1,2026-09-19T04:41:44.176Z
rework:c4812748323d57b76504c8e8ada87647b85a14414195563281473c6041482a19,d6b34663-d251-4174-9e96-281c09ae7241,lead,implement,2,2026-09-19T04:49:07.720Z
rework:3f7418a6fc113047cbaf1f7f28e74f13d4bb3c9d4835da75f77079d7fd6518fe,c189ac65-2923-4b20-823e-df97bd46e3b0,qa,implement,2,2026-09-19T05:06:12.849Z
rework:03d193c757a02765931535592a14413a7c88957b31cb9bb785e5cc4c83dad5e5,c41c24e9-11c9-40ea-b242-3221139a9cc6,qa,qa,1,2026-09-19T05:14:16.465Z
rework:fafa78372ea7ab81eb12c824b7058cc35770a6053ebd2111d6f8e26db9ee991d,eb652991-d6f8-48e4-b59a-1baf94747289,qa,qa,1,2026-09-19T05:24:53.907Z
rework:2cc1ff17971a237277d842dd820bf49a1d23a94a4043f6d357d4db008fc5ab54,d6b34663-d251-4174-9e96-281c09ae7241,lead,founder_gate,2,2026-09-19T05:32:36.222Z
rework:294ebcf274834720950b5d0ac0493929e0d166fbcd0b596ef7486dd73f964a7a,eb652991-d6f8-48e4-b59a-1baf94747289,qa,implement,2,2026-09-19T05:53:35.012Z
rework:143974cc3909154b46c65625d670c4e05aed45c893399a2361ad5e03eeac056e,a2727d85-eb8b-4c63-87d9-049f149316ca,lead,founder_gate,1,2026-09-19T06:26:57.968Z
rework:86a49b20957bc1e28e0f037e610d596375d11a9bde863b0c7c8456a8d2ad0705,d6b34663-d251-4174-9e96-281c09ae7241,lead,implement,3,2026-09-19T07:14:20.656Z
rework:8fe1474c008701833cb10782e704a6eed23f0ffaacf3002ebfa37f2a988cfb12,a2727d85-eb8b-4c63-87d9-049f149316ca,lead,implement,2,2026-09-19T07:19:53.956Z
rework:becfc638410b1697ea2ad4dd04b2127db4d2fb034b0df3723f696b138f3a0ecd,d6b8a817-6024-40e6-ae11-ef9da5e84f35,qa,qa,1,2026-09-19T08:21:58.435Z
rework:c708833235b06f252141f481f6552836510b0880903926aacec386f6694aea71,d6b34663-d251-4174-9e96-281c09ae7241,lead,founder_gate,3,2026-09-19T15:44:24.642Z
rework:83953e28ba2b9365ad2cceaf212a20321dc1053a32d1ef86b98234b6d391ca44,eb652991-d6f8-48e4-b59a-1baf94747289,qa,qa,2,2026-09-19T15:49:12.877Z
rework:68b648f87149d2845c23f3a49607fd659fb6e4a4f2fc8820f7c0b5e061f1230b,6f76d337-bc9d-4015-a4af-4d78d2e1da96,lead,founder_gate,1,2026-09-20T21:28:07.275Z
rework:598aff46ebb75b30cdad0dc5807a5754d4e8a1d782721a05aed1b53cedb9f20f,83175fd7-d0ae-44e9-92b3-29657908a1f2,qa,qa,1,2026-09-21T00:24:52.080Z
rework:f92601a0b8ab3b6ffaf02c46fab3da4e2567a5909df820b151a21734d4922901,83175fd7-d0ae-44e9-92b3-29657908a1f2,qa,implement,2,2026-09-21T01:32:51.540Z
rework:321c09a234b26fede676b98e735f05da967250e43313398e09ba1936c237cfcc,3f788ab3-b20b-4aa0-a1e0-914a78478bb8,qa,qa,1,2026-09-21T01:35:00.583Z
rework:4e7eb0deaace65170b29f84265c71e43504e53837753a68c2f0bfb1a9f2f4ffe,83175fd7-d0ae-44e9-92b3-29657908a1f2,qa,qa,2,2026-09-21T01:49:38.019Z
rework:70cbd89038a9bddab9d958b9d1f3cf667c1015160c00bb5790cbdcb6776090bb,4536796c-d5d4-4cad-88d9-326f5c0bbfa8,qa,qa,1,2026-09-21T01:52:01.337Z
rework:3b6fcaff02b1104346f65320ac34ebeb73081ca55fd2895ba04f5ff48fec9921,e55e698d-953f-4c02-936d-752e66ca08db,lead,founder_gate,1,2026-09-21T02:26:24.697Z
rework:4bf3aa161b5bb5e0a11f41dbcc9901b00fff729279a38c54c4772ec4d4591cf6,82f0f3a5-8564-471f-8dcf-209fbf04793e,qa,qa,1,2026-09-21T02:26:47.626Z
rework:22dd68572d295af1b0c7005434d47eaf74928243ebaae15d4047710f4cf1c64e,4d8bcb46-7b51-4339-8e92-f0c46820d86b,qa,qa,1,2026-09-21T02:31:02.090Z
rework:0b70738289de2c44b6879bfb3104d62faf7b5a043e458943303840315d7071e8,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,qa,qa,1,2026-09-22T03:13:50.457Z
rework:096336837eba189c65a941c12f9d75be90140fc5f78578baaa535139ee8b506f,09c95430-90ba-49f5-8048-61b72713dac4,engine,land,1,2026-09-22T04:48:47.436Z
rework:b38970452816a02535b590a194adb025842cf7dd8e324457f82822486db57c86,09c95430-90ba-49f5-8048-61b72713dac4,engine,implement,2,2026-09-22T05:42:31.211Z
rework:0afa55582b215ae7bcbb24fa25dbac56e53be7f62e8febfe19a115061be6fe1a,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,qa,implement,2,2026-09-22T06:13:39.802Z
rework:166760b0376691f091685a8d80e5daa984dbfadf349296712f472761c1050b73,09c95430-90ba-49f5-8048-61b72713dac4,lead,land,1,2026-09-22T06:46:12.429Z
rework:871c505674e840aaeb2e5e54d81c9ce3aa17135618ac364379d8fc35c76117e6,09c95430-90ba-49f5-8048-61b72713dac4,lead,implement,3,2026-09-22T07:04:00.033Z
rework:134f200d93c03c65300935788099c6d90b36b4ec36b75b4721a805bc6ed2fd6e,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,qa,qa,2,2026-09-22T08:00:06.161Z
rework:3a186019d396dfcc23b0fb1aaf87020530199f837c39b3a3ff29da89570290f7,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,qa,implement,3,2026-09-22T08:45:27.251Z
rework:e5ba70e6a9525b2e0f885c832083df07f41726c4bb72f350445e552b967d0cb8,1314690d-b2dd-4211-9bab-bd39ca94128d,qa,qa,1,2026-09-22T08:50:06.294Z
rework:6de35fe3b7c134a4de22f610fb369a1f91187d82f2dfa07125883c30fc0eee52,3065e8d4-993e-43d9-a66a-28b59f3d36e5,qa,qa,1,2026-09-22T08:55:56.676Z
rework:377d58638cef4c9355e2acdbe12dc680b2f1ce8a1aef6afad081d1e7fc547f86,1314690d-b2dd-4211-9bab-bd39ca94128d,qa,implement,2,2026-09-22T08:58:08.743Z
rework:3df17690be60498dd5f3a0c97fc162a9f7269fae14e9388b4938022efdcca924,3065e8d4-993e-43d9-a66a-28b59f3d36e5,qa,implement,2,2026-09-22T09:43:46.871Z
rework:257104606d3b0bcf6531fb7ca27fe20d2b2d3d346f175a0138fb30b42a91199f,3065e8d4-993e-43d9-a66a-28b59f3d36e5,lead,founder_gate,1,2026-09-22T16:12:52.880Z
rework:1a81b90e119fcf5e8c21529c78f6083e8ac557013dae7d208767b43d243a1fdb,3065e8d4-993e-43d9-a66a-28b59f3d36e5,qa,qa,3,2026-09-22T16:53:50.740Z
rework:852697619f3d552c9cdbd428bec79c3acecea92bd2a373b9457a711f5f0ffc69,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,engine,land,1,2026-09-22T19:34:35.514Z
rework:99fff4fac0db9930a7a5d2cce0b4c2c221f664a655ba931ea1a912c8a0396fe2,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,lead,implement,4,2026-09-22T23:21:24.081Z
rework:bd902a5db7e4e6581904b3b42b948cc06370592aa224e9a7c9a9a37e3ae6d17b,f8bd1b21-6ab2-4baf-a2a9-a93d5473bf71,lead,founder_gate,1,2026-09-22T23:45:09.769Z
rework:a69fcf34483b0d68f07c9db1189085d716d5bdb6b610f125b114448c07429a46,eac6b4cc-8e90-48fc-97b4-e2ba7c9f3fc2,lead,implement,5,2026-09-23T00:17:30.529Z
rework:1d9b62c43fafe3605599949c4279228548d00d0b56d8812118dbfa597a04a630,bb4b1c33-6fc3-42f1-9df5-63e9160f96c4,lead,founder_gate,1,2026-09-23T03:20:21.353Z
rework:13c1229fb86a8b1430d5d90fdb90d3e3704e660352b85677cdfd07aeeea3ce9a,feea9dcf-dd79-4807-ac61-ec93c58b50bc,lead,founder_gate,1,2026-09-23T04:08:40.311Z
rework:e232504bea091ac22fca3f2ad7d785f0ec1b9c588f7ff3c699891ceec2e31f17,bce605bf-d29e-45ab-8008-4ca0fc730780,lead,founder_gate,1,2026-09-23T05:00:04.941Z
rework:c712e30e444ef7a8335ae8cd8d750d49d3ed5fe178caa289aeeff520338a5fcd,bce605bf-d29e-45ab-8008-4ca0fc730780,lead,implement,2,2026-09-23T05:45:26.927Z
rework:ceb9962286e90768de586fc8deb0b9df8f9d07ce77f87f3e26bb46277cde7184,53ab3f14-8bc0-4806-95a1-80686f4ea7a1,qa,qa,1,2026-09-23T06:04:48.848Z
rework:0f2999e8f5ead1a3ebaf7474e04ee610c1107d943f309acb550e89dd51fc1164,532c0ee5-a15e-4cb7-afe6-a6e11e782823,qa,qa,1,2026-09-23T06:32:29.502Z
rework:5931cc2d6402a1c972727f260985606ff699969aa7ad418e2cb661161b73f739,b7852d37-e69f-47d2-ad26-62da604a8813,qa,qa,1,2026-09-23T07:00:39.763Z
rework:ae4952bbbbdb79e000ed71ece7add12476d171ea00909fd6687cb027b26c857a,532c0ee5-a15e-4cb7-afe6-a6e11e782823,qa,implement,2,2026-09-23T07:54:08.596Z
rework:c5385361c587e1ae6bde25ab4a64097ef224f5d76913616ea7e01e87d78fb7ee,532c0ee5-a15e-4cb7-afe6-a6e11e782823,qa,qa,2,2026-09-23T08:14:57.365Z
rework:79aa74ce7d5990dba6cf85bf307b72d3f006cb4ebfd3fdee0c4b8502ea875aa8,b7852d37-e69f-47d2-ad26-62da604a8813,qa,implement,2,2026-09-23T08:52:07.047Z
rework:d6d5b8cfa4ee9e11fa3fdb380564b997efd00a8964863c1656d0916ab00ef3df,532c0ee5-a15e-4cb7-afe6-a6e11e782823,engine,implement,3,2026-09-23T09:01:38.350Z
rework:a8fdcdb57723bbbc82fad975291aa4c7d756f7f18a2dfe762a8573f1fe00f4a7,cac670f2-3103-4e59-832e-786513fa1fc9,qa,qa,1,2026-09-23T09:44:45.425Z
rework:2d0c720ca0622002704ed84dccdafdb6b8bcfa35b40c919bc83a72d880751b4e,103bac96-f0ae-498a-b981-da4a3186a651,qa,qa,1,2026-09-23T09:59:02.685Z
rework:4b51b47537ba9290ef3c3054626d0c565bf3c4476a13533ce861991430376c96,36ce617c-1496-4982-b23d-65c9e1fb77ae,qa,qa,1,2026-09-23T11:02:50.708Z
rework:f92565ec8020d0fdadd6ef14331842d2ce4992a7755efda8a2e8f15a35aac7bf,2f616bd5-693a-4d0b-8b43-a6986202c8c8,qa,qa,1,2026-09-23T11:17:35.094Z
rework:d7de190445077fc0f82cb06f7aa25b84d1430c5005a923d0269a3ea104250087,53ab3f14-8bc0-4806-95a1-80686f4ea7a1,engine,implement,2,2026-09-23T11:37:41.566Z
rework:7a45b5d6814dfeeb34400094b65f2c373b4133edfa69cebd37f0675e4f5e7acb,36ce617c-1496-4982-b23d-65c9e1fb77ae,qa,implement,2,2026-09-23T11:46:31.910Z
rework:c9fcd4cd2f3878561867eb29aa68594151140d7483ab364e511dc2d2d1385fe6,53ab3f14-8bc0-4806-95a1-80686f4ea7a1,qa,qa,2,2026-09-23T11:57:01.597Z
rework:9ed583ad048424b75c039aa8c6c4de39ee9ebb7eaec22ee88cfc0c31e0a96866,0e77a6ed-aa68-4fb8-b3e3-c73dceca1f0d,qa,qa,1,2026-09-23T12:00:27.025Z
rework:6cda715d7603a75af2c8527a55a27e856d8a6fe88778791ab8157df1269e4800,3831cff3-35ef-4802-bb05-484edbba72a5,qa,qa,1,2026-09-23T12:25:28.248Z
rework:08ed8045d0bb20afd78c8922902f05812d7ba8bc4acb9238bc84712d47e6cd32,ac672a74-7ce4-4c6a-9bdc-62372c8632a4,qa,qa,1,2026-09-23T13:03:48.607Z
rework:ac94ce83246436cf18d03ba18145867bde7b581cea8b3d3c185159d1e018cddd,5191051d-ed91-49b6-8c9e-2f3abc0b90cd,qa,qa,1,2026-09-23T13:06:49.359Z
rework:a3436ab99d83942a5e9ccbaf8f29a3edfe75d013db74087a906a067d873e0b28,3831cff3-35ef-4802-bb05-484edbba72a5,engine,implement,2,2026-09-23T13:21:20.990Z
rework:8e8b06425878d23d0c6af91ec0051f29e150656705b113c0d5790096b03808f8,e51860da-f8a8-4fa8-bc5f-9253b88cc4bd,qa,qa,1,2026-09-23T13:57:18.622Z
rework:ec3ea555892f29af54ab6234425b64d0c570e2d5ef28fb30712b22c7227c5b86,3831cff3-35ef-4802-bb05-484edbba72a5,qa,qa,2,2026-09-23T14:01:59.804Z
rework:9d396bcbb2cabd457f0043ad08dc148fb6e57b7185559174ddcccfbba3630906,84903017-2853-44fb-81aa-047cf693fb80,qa,qa,1,2026-09-23T14:49:46.654Z
rework:3ecb0d0a3d47957d4cf683ff55638ed31050d4bf6d670724d86848c12d60c043,e51860da-f8a8-4fa8-bc5f-9253b88cc4bd,engine,implement,2,2026-09-23T15:26:10.505Z
rework:aeee85f7f4e4165d6a7edcb51e2aac580b1bccdb32ed64048a78af01a9e12623,fec3e02d-ba7e-407c-a55d-87ee17313e30,qa,qa,1,2026-09-23T16:13:30.920Z
rework:94c8cebb8bec2f1c99787ad3b6bb1f312d205e00e04f1e3e2f305b4ff0e6eb74,36ce617c-1496-4982-b23d-65c9e1fb77ae,engine,land,1,2026-09-23T18:29:05.579Z
rework:0d1d076777817d475ebc3f512cb631adee744af8893fbbb2ed3a54884b437e2f,4e2ba12c-312c-47eb-bcb7-2942947b6e70,qa,qa,1,2026-09-23T20:09:55.626Z
rework:4345e7222b4938daa958cc2259c7a41f60cb1ab377e0a88f13784bae517dd63a,e51860da-f8a8-4fa8-bc5f-9253b88cc4bd,lead,founder_gate,1,2026-09-23T20:35:52.526Z
rework:431d804dbf8f53fbcc5efd9818776b8e0f876c04299f75c38679b10a3fe59256,0531c321-0c14-4d53-acc6-65c663549493,qa,qa,1,2026-09-23T22:22:27.491Z
rework:e71ef1c61d001dba361bb5ce3c062d489f5cf167d6ee633fa35f1a9f1c0280cc,0531c321-0c14-4d53-acc6-65c663549493,qa,implement,2,2026-09-24T00:06:30.778Z
rework:977c3d6ee8dbaeeab2787312407580b1c81d40627c4ffa3659d84356238c37b1,435650e5-e248-4844-9b3a-98033fd0b779,qa,qa,1,2026-09-24T00:48:23.361Z
rework:1c475145627912a78035c414635a9843754cd0a8bbc1b3599f620f7ff8670ac2,0531c321-0c14-4d53-acc6-65c663549493,lead,founder_gate,1,2026-09-24T01:07:02.074Z
rework:8eca90b8b9e96911c8b142fa562b1651a27b7ed76800ece261cddc34cbbc2619,435650e5-e248-4844-9b3a-98033fd0b779,engine,implement,2,2026-09-24T01:17:11.677Z
rework:460e52c2a931ce69e2b7421a7dc38c0f374a8a00f9957774faf030dfb290f1af,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,lead,founder_gate,1,2026-09-24T02:14:05.264Z
rework:e5edb2b82de2c8bdcd36d85386d0f1e44e57cc7bc1a88bb24bd2e8172ba459de,9760d356-1bf8-4217-bba0-245682e5a44b,qa,qa,1,2026-09-24T03:10:20.272Z
rework:3e76c43150dc782d6c620561ed18b9b49421fdfe5bcd96b50896a8ad9a580c55,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,lead,implement,2,2026-09-24T05:04:59.258Z
rework:ff4ac4afa06a65d478bece03458829f98ba4262ba07211d6076c00287a3aabc6,d9e27cf5-3392-49c7-af3e-4bf623f29a01,lead,founder_gate,1,2026-09-24T05:13:46.102Z
rework:e879cb23ac2c96fc8e291cf53b92a08c947f7ceab29e9ec5d11287f39a11398d,9760d356-1bf8-4217-bba0-245682e5a44b,qa,implement,2,2026-09-24T05:21:12.432Z
rework:92925a0e69038862de43192358c625eec9fabde80231b54b110a39fc385f3705,e4da6f23-5b9e-4341-847d-b1a4607c1ce4,qa,qa,2,2026-09-24T05:47:11.516Z
rework:864176c09c48aaa215367f000d32936693633ec8c2d6e0aa18f9e652fa913c56,9760d356-1bf8-4217-bba0-245682e5a44b,qa,qa,2,2026-09-24T05:48:47.658Z
rework:f274fb571c0ff324c7acf93890d7a9b1d01273f26f6722669877f2ba290b198b,d9e27cf5-3392-49c7-af3e-4bf623f29a01,lead,implement,2,2026-09-24T05:51:39.294Z
rework:910bb410af69b6cdeb6e9758f9508833ee3aef5e8619626d9a01f54699af6f90,9760d356-1bf8-4217-bba0-245682e5a44b,engine,implement,3,2026-09-24T06:13:43.721Z
rework:ecbdf13f80cc068168006b12992ae2fa4b2d66d1b74d1687fcb7d0a7aabd1509,35635a28-1d2b-47fd-987f-e77ec6a664dc,qa,qa,1,2026-09-24T06:33:45.171Z
rework:78169a7c833349e8cb29e74fc454f6f223d95ec40f6b4c863555f917dc032d45,9760d356-1bf8-4217-bba0-245682e5a44b,qa,qa,3,2026-09-24T08:02:45.626Z
rework:c17aa64ac0f175d9a8b53e64f4c0875be58b81528e99a214b9ca82cdc057946d,d9e27cf5-3392-49c7-af3e-4bf623f29a01,lead,founder_gate,2,2026-09-24T08:03:15.825Z
rework:287021f6cc727d56b37f3845ecf08f4feec6e76b4cd6ceee96a6e1a89cb44264,9760d356-1bf8-4217-bba0-245682e5a44b,qa,implement,4,2026-09-24T08:46:54.350Z
rework:cfba5c2f6ca844af9d8302ea14ab85a05333889143b04acd8a9313f2ed5f607e,9760d356-1bf8-4217-bba0-245682e5a44b,qa,qa,4,2026-09-24T09:39:30.080Z
rework:783150ee6aa213e1a1b26faf0956965c9c77facfccdebaae64ebcbd84fe3ff14,90e86d55-8061-40fd-b640-07a6de4a09e2,qa,qa,1,2026-09-24T10:01:48.334Z
rework:f133fbd6f608eeefee8dbab1516833620438d915ab2a025b3679003a8ef1f5b1,90e86d55-8061-40fd-b640-07a6de4a09e2,engine,implement,2,2026-09-24T10:16:44.166Z
